,x,y,class,cluster
73,0.29966,0.61279,b'2',108
74,0.30303,0.66667,b'2',108
75,0.27609,0.6633,b'2',108
76,0.26936,0.633,b'2',108
77,0.27273,0.64983,b'2',108
78,0.29966,0.69697,b'2',196
79,0.2862,0.58923,b'2',108
80,0.26936,0.61953,b'2',108
81,0.27609,0.60943,b'2',108
82,0.30303,0.59259,b'2',108
83,0.31313,0.57912,b'2',358
84,0.29293,0.59933,b'2',108
85,0.3165,0.65657,b'2',108
86,0.3266,0.62963,b'2',228
87,0.3266,0.60606,b'2',228
88,0.32323,0.6532,b'2',108
89,0.3266,0.63973,b'2',228
90,0.3468,0.6229,b'2',228
91,0.27609,0.59259,b'2',108
92,0.3165,0.71717,b'2',196
93,0.3367,0.6835,b'2',196
94,0.3266,0.6734,b'2',196
95,0.29966,0.6835,b'2',108
96,0.29966,0.6532,b'2',108
97,0.29966,0.63973,b'2',108
98,0.28956,0.6633,b'2',108
99,0.27946,0.6633,b'2',108
100,0.27946,0.63636,b'2',108
101,0.28956,0.60943,b'2',108
102,0.28956,0.62963,b'2',108
103,0.28956,0.6431,b'2',108
104,0.29293,0.68687,b'2',108
105,0.2862,0.68687,b'2',108
106,0.28283,0.6532,b'2',108
107,0.2862,0.61953,b'2',108
108,0.29966,0.633,b'2',228
109,0.29293,0.68013,b'2',108
110,0.30303,0.69697,b'2',196
111,0.28956,0.64646,b'2',108
112,0.28956,0.6229,b'2',108
113,0.27609,0.62626,b'2',108
114,0.27609,0.6431,b'2',108
115,0.3064,0.61279,b'2',108
116,0.29966,0.6229,b'2',108
117,0.27609,0.67003,b'2',108
118,0.27946,0.6835,b'2',108
119,0.28283,0.6431,b'2',108
120,0.2862,0.61616,b'2',108
121,0.28956,0.59933,b'2',108
122,0.29293,0.55219,b'3',358
123,0.31313,0.55219,b'3',358
124,0.2862,0.56229,b'3',358
125,0.2862,0.53199,b'3',156
126,0.27946,0.53535,b'3',156
127,0.2862,0.51515,b'3',156
128,0.28283,0.49832,b'3',156
129,0.28283,0.47811,b'3',156
130,0.29293,0.45455,b'3',156
131,0.30303,0.49495,b'3',156
132,0.29293,0.52862,b'3',156
133,0.30976,0.53535,b'3',156
134,0.3064,0.50842,b'3',156
135,0.31987,0.47811,b'3',156
136,0.30303,0.47811,b'3',156
137,0.2963,0.48148,b'3',156
138,0.28283,0.46465,b'3',156
139,0.2862,0.51515,b'3',156
140,0.30976,0.54209,b'3',358
141,0.3165,0.52525,b'3',156
142,0.29966,0.50842,b'3',156
143,0.29966,0.51852,b'3',156
144,0.29966,0.53535,b'3',156
145,0.29293,0.50505,b'3',156
146,0.30976,0.46801,b'3',156
147,0.29966,0.43771,b'3',156
148,0.30303,0.44781,b'3',156
149,0.31987,0.47138,b'3',156
150,0.31987,0.50505,b'3',156
151,0.32323,0.53535,b'3',358
152,0.3266,0.47811,b'3',156
153,0.31987,0.43771,b'3',156
154,0.30976,0.42088,b'3',156
155,0.3064,0.46128,b'3',156
156,0.30303,0.46465,b'3',358
157,0.28956,0.41751,b'3',156
158,0.28283,0.44444,b'3',156
159,0.3165,0.47138,b'3',156
160,0.33333,0.45791,b'3',156
161,0.31987,0.45455,b'3',156
162,0.30303,0.41751,b'3',156
163,0.35354,0.57239,b'3',358
164,0.33333,0.55556,b'3',358
165,0.31987,0.52189,b'3',156
166,0.2862,0.48485,b'3',156
167,0.27946,0.51515,b'3',156
168,0.2963,0.46128,b'3',156
169,0.31313,0.48822,b'3',156
170,0.33333,0.53199,b'3',358
171,0.35017,0.54545,b'3',358
172,0.30303,0.42761,b'3',156
173,0.32997,0.43434,b'3',156
174,0.34343,0.67677,b'4',196
175,0.33333,0.68687,b'4',196
176,0.34343,0.69697,b'4',196
177,0.36027,0.7138,b'4',196
178,0.34343,0.66667,b'4',196
179,0.36027,0.6633,b'4',228
180,0.38047,0.67677,b'4',196
181,0.38384,0.71044,b'4',196
182,0.367,0.71044,b'4',196
183,0.3569,0.68687,b'4',196
184,0.36027,0.6835,b'4',196
185,0.367,0.6936,b'4',196
186,0.367,0.7037,b'4',196
187,0.35354,0.7037,b'4',196
188,0.39057,0.70034,b'4',196
189,0.38047,0.6835,b'4',196
190,0.367,0.6734,b'4',196
191,0.35017,0.6532,b'4',228
192,0.34343,0.65993,b'4',228
193,0.3771,0.66667,b'4',228
194,0.38721,0.69024,b'4',196
195,0.37374,0.70707,b'4',196
196,0.34343,0.70707,b'4',228
197,0.32997,0.7037,b'4',196
198,0.32997,0.65657,b'4',228
199,0.3468,0.6633,b'4',228
200,0.38047,0.66667,b'4',228
201,0.39394,0.6835,b'4',196
202,0.35354,0.6835,b'4',196
203,0.36027,0.69697,b'4',196
204,0.32323,0.6936,b'4',196
205,0.3266,0.6633,b'4',228
206,0.36027,0.6532,b'4',228
207,0.38047,0.65657,b'4',228
208,0.39394,0.67677,b'4',196
209,0.3771,0.69697,b'4',196
210,0.3569,0.67677,b'4',196
211,0.37037,0.6835,b'4',196
212,0.35017,0.66667,b'4',228
213,0.35017,0.68013,b'4',196
214,0.35017,0.69697,b'4',196
215,0.33333,0.69697,b'4',196
216,0.33333,0.68687,b'4',196
217,0.33333,0.67677,b'4',196
218,0.3367,0.6835,b'4',196
219,0.3367,0.6936,b'4',196
220,0.36364,0.6936,b'4',196
221,0.39057,0.69024,b'4',196
222,0.38047,0.6734,b'4',196
223,0.36364,0.6734,b'4',196
224,0.36364,0.6633,b'4',228
225,0.36027,0.68013,b'4',196
226,0.34343,0.69024,b'4',196
227,0.3569,0.62963,b'5',228
228,0.3468,0.62963,b'5',108
229,0.34343,0.60269,b'5',228
230,0.36027,0.60606,b'5',228
231,0.3367,0.61279,b'5',228
232,0.34007,0.63636,b'5',228
233,0.36027,0.63636,b'5',228
234,0.3569,0.61953,b'5',228
235,0.37037,0.6229,b'5',228
236,0.38047,0.63973,b'5',228
237,0.3468,0.61616,b'5',228
238,0.34007,0.59596,b'5',358
239,0.37037,0.59596,b'5',358
240,0.38384,0.60943,b'5',228
241,0.38384,0.61953,b'5',228
242,0.37374,0.63636,b'5',228
243,0.3468,0.6229,b'5',228
244,0.3569,0.60606,b'5',228
245,0.37374,0.60943,b'5',228
246,0.3771,0.62963,b'5',228
247,0.36027,0.63973,b'5',228
248,0.3367,0.63636,b'5',228
249,0.3367,0.61953,b'5',228
250,0.33333,0.60606,b'5',228
251,0.3468,0.59933,b'5',228
252,0.3569,0.59933,b'5',358
253,0.38384,0.59933,b'5',358
254,0.38721,0.62626,b'5',228
255,0.38721,0.63973,b'5',228
256,0.3468,0.63636,b'5',228
257,0.3367,0.6229,b'5',228
258,0.34007,0.60269,b'5',228
259,0.34343,0.59933,b'5',228
260,0.36364,0.61953,b'5',228
261,0.367,0.63636,b'5',228
262,0.33333,0.6229,b'5',228
263,0.35017,0.633,b'5',228
264,0.3569,0.60606,b'5',228
265,0.37037,0.61279,b'5',228
266,0.34343,0.61279,b'5',228
267,0.33333,0.6229,b'5',228
268,0.33333,0.633,b'5',228
269,0.3367,0.63636,b'5',228
270,0.38384,0.63636,b'5',228
271,0.37037,0.61953,b'5',228
272,0.32997,0.61953,b'5',228
273,0.3266,0.62963,b'5',228
274,0.32997,0.61279,b'5',228
275,0.36027,0.61279,b'5',228
276,0.367,0.60943,b'5',228
277,0.36364,0.63973,b'5',228
278,0.35017,0.6431,b'5',228
279,0.32997,0.6431,b'5',228
280,0.35354,0.6229,b'5',228
281,0.38047,0.62963,b'5',228
282,0.38047,0.60943,b'5',228
283,0.3468,0.59933,b'5',228
284,0.3367,0.59933,b'5',228
285,0.3569,0.61953,b'5',228
286,0.3367,0.61953,b'5',228
287,0.35017,0.62626,b'5',228
288,0.37037,0.62626,b'5',228
289,0.367,0.6431,b'5',228
290,0.35017,0.6431,b'5',228
291,0.35017,0.61953,b'5',228
292,0.37374,0.61616,b'5',228
293,0.35354,0.63973,b'5',228
294,0.34007,0.6431,b'5',228
295,0.34007,0.62963,b'5',228
296,0.3367,0.57912,b'6',358
297,0.32997,0.55556,b'6',358
298,0.34343,0.54545,b'6',358
299,0.367,0.54209,b'6',358
300,0.39731,0.56229,b'6',474
301,0.38047,0.57912,b'6',358
302,0.35354,0.58586,b'6',358
303,0.32997,0.57912,b'6',358
304,0.32997,0.55892,b'6',358
305,0.32323,0.57239,b'6',358
306,0.33333,0.57239,b'6',358
307,0.3367,0.55892,b'6',358
308,0.35354,0.55892,b'6',358
309,0.3771,0.55892,b'6',358
310,0.367,0.57576,b'6',358
311,0.34343,0.57576,b'6',358
312,0.3569,0.56566,b'6',358
313,0.34343,0.54882,b'6',358
314,0.36364,0.55556,b'6',358
315,0.37374,0.55556,b'6',358
316,0.38047,0.54882,b'6',358
317,0.39057,0.56566,b'6',358
318,0.37374,0.57912,b'6',358
319,0.34343,0.57239,b'6',358
320,0.35354,0.55556,b'6',358
321,0.35354,0.54545,b'6',358
322,0.33333,0.55892,b'6',358
323,0.37037,0.55556,b'6',358
324,0.3771,0.56566,b'6',358
325,0.37374,0.57912,b'6',358
326,0.35017,0.57912,b'6',358
327,0.33333,0.57576,b'6',358
328,0.34007,0.55892,b'6',358
329,0.36027,0.53199,b'6',358
330,0.3771,0.54882,b'6',358
331,0.38384,0.55556,b'6',358
332,0.38384,0.57576,b'6',358
333,0.36027,0.55219,b'6',358
334,0.34343,0.54209,b'6',358
335,0.34007,0.55219,b'6',358
336,0.34007,0.56566,b'6',358
337,0.33333,0.56229,b'6',358
338,0.3771,0.56902,b'6',358
339,0.35017,0.53535,b'6',358
340,0.38047,0.53535,b'6',474
341,0.38384,0.55219,b'6',358
342,0.39057,0.57576,b'6',358
343,0.3569,0.57239,b'6',358
344,0.33333,0.54209,b'6',358
345,0.37037,0.57239,b'6',358
346,0.36027,0.56902,b'6',358
347,0.35017,0.57576,b'6',358
348,0.35354,0.55892,b'6',358
349,0.35017,0.54545,b'6',358
350,0.34343,0.53199,b'6',358
351,0.36027,0.54882,b'6',358
352,0.3569,0.56566,b'6',358
353,0.3468,0.56566,b'6',358
354,0.35354,0.55892,b'6',358
355,0.37037,0.57912,b'6',358
356,0.36364,0.54882,b'6',358
357,0.3569,0.53535,b'6',358
358,0.35017,0.57239,b'6',228
359,0.3569,0.58586,b'6',358
360,0.367,0.58249,b'6',358
361,0.3569,0.58249,b'6',358
362,0.3569,0.58249,b'6',358
363,0.36027,0.56902,b'6',358
364,0.36027,0.54545,b'6',358
365,0.3367,0.54209,b'6',358
366,0.40067,0.73401,b'7',416
367,0.39731,0.71717,b'7',416
368,0.40067,0.70034,b'7',416
369,0.41077,0.69697,b'7',416
370,0.44781,0.7037,b'7',416
371,0.44781,0.71717,b'7',416
372,0.43098,0.74074,b'7',416
373,0.41751,0.74074,b'7',416
374,0.41751,0.72391,b'7',416
375,0.42424,0.71717,b'7',416
376,0.43771,0.7138,b'7',416
377,0.43771,0.73064,b'7',416
378,0.38047,0.73737,b'7',416
379,0.39057,0.75421,b'7',416
380,0.40741,0.76094,b'7',416
381,0.43434,0.75758,b'7',416
382,0.41077,0.75084,b'7',416
383,0.38047,0.74074,b'7',416
384,0.38384,0.72727,b'7',416
385,0.39731,0.74747,b'7',416
386,0.42761,0.69024,b'7',416
387,0.42088,0.69697,b'7',416
388,0.44108,0.6936,b'7',416
389,0.41751,0.68687,b'7',416
390,0.45118,0.73737,b'7',416
391,0.44444,0.74411,b'7',416
392,0.41414,0.71044,b'7',416
393,0.43771,0.70707,b'7',416
394,0.40741,0.72727,b'7',416
395,0.41414,0.73737,b'7',416
396,0.39731,0.73737,b'7',416
397,0.39731,0.74411,b'7',416
398,0.41414,0.74411,b'7',416
399,0.42424,0.75421,b'7',416
400,0.41414,0.75421,b'7',416
401,0.43771,0.73401,b'7',416
402,0.43434,0.72391,b'7',416
403,0.42424,0.72391,b'7',416
404,0.40741,0.72727,b'7',416
405,0.39057,0.73737,b'7',416
406,0.39394,0.72727,b'7',416
407,0.40067,0.71717,b'7',416
408,0.41751,0.71044,b'7',416
409,0.42761,0.71044,b'7',416
410,0.41414,0.71044,b'7',416
411,0.40404,0.71044,b'7',416
412,0.40067,0.73401,b'7',416
413,0.42088,0.74411,b'7',416
414,0.43771,0.74411,b'7',416
415,0.44108,0.73064,b'7',416
416,0.42088,0.73737,b'7',196
417,0.43434,0.73737,b'7',416
418,0.41751,0.72391,b'7',416
419,0.41414,0.73401,b'7',416
420,0.42088,0.70707,b'7',416
421,0.41751,0.6936,b'7',416
422,0.41414,0.70034,b'7',416
423,0.43434,0.70034,b'7',416
424,0.44108,0.73737,b'7',416
425,0.39394,0.72727,b'7',416
426,0.39394,0.72054,b'7',416
427,0.41751,0.71717,b'7',416
428,0.39731,0.54209,b'8',474
429,0.3771,0.53199,b'8',474
430,0.3771,0.51178,b'8',474
431,0.41077,0.49832,b'8',474
432,0.44444,0.50505,b'8',474
433,0.43771,0.53535,b'8',474
434,0.42088,0.54882,b'8',474
435,0.38384,0.53535,b'8',474
436,0.38384,0.50505,b'8',474
437,0.38721,0.49158,b'8',474
438,0.41751,0.49158,b'8',474
439,0.43434,0.50842,b'8',474
440,0.42088,0.53199,b'8',474
441,0.41077,0.53199,b'8',474
442,0.39057,0.53199,b'8',474
443,0.39057,0.51515,b'8',474
444,0.42424,0.51515,b'8',474
445,0.40404,0.51515,b'8',474
446,0.41414,0.50168,b'8',474
447,0.40404,0.52189,b'8',474
448,0.42088,0.52189,b'8',474
449,0.40067,0.49832,b'8',474
450,0.40067,0.48822,b'8',474
451,0.40067,0.51178,b'8',474
452,0.41751,0.48822,b'8',474
453,0.44444,0.51852,b'8',474
454,0.43098,0.55219,b'8',474
455,0.43434,0.49495,b'8',474
456,0.43771,0.52525,b'8',474
457,0.43098,0.53872,b'8',474
458,0.44781,0.52189,b'8',474
459,0.43771,0.54882,b'8',474
460,0.38047,0.52189,b'8',474
461,0.42424,0.54209,b'8',474
462,0.40741,0.53199,b'8',474
463,0.39731,0.50505,b'8',474
464,0.43434,0.49832,b'8',474
465,0.42088,0.51178,b'8',474
466,0.42424,0.53535,b'8',474
467,0.40741,0.53872,b'8',474
468,0.38384,0.51515,b'8',474
469,0.42761,0.50842,b'8',474
470,0.42088,0.50505,b'8',474
471,0.40741,0.50505,b'8',474
472,0.45791,0.53199,b'8',474
473,0.43098,0.53199,b'8',474
474,0.40741,0.51515,b'8',358
475,0.40741,0.53199,b'8',474
476,0.39731,0.52862,b'8',474
477,0.40404,0.51515,b'8',474
478,0.42761,0.51515,b'8',474
479,0.42761,0.52525,b'8',474
480,0.41414,0.52525,b'8',474
481,0.41414,0.50505,b'8',474
482,0.40404,0.49495,b'8',474
483,0.44108,0.51515,b'8',474
484,0.41414,0.52525,b'8',474
